Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,sample_type,source_material_id,SRA Study,timepoint,treatment
SRR10022131,AMPLICON,602,32163054,PRJNA560950,SAMN12611678,Metagenome or environmental,19329921,UNIVERSITY OF ALBERTA,2017-10-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759313,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F08W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F08W2,feces,F08W2,SRP219296,W2,Maize
SRR10022132,AMPLICON,602,41777596,PRJNA560950,SAMN12611679,Metagenome or environmental,24763116,UNIVERSITY OF ALBERTA,2017-10-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759312,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F08W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F08W3,feces,F08W3,SRP219296,W3,Maize
SRR10022133,AMPLICON,602,42152642,PRJNA560950,SAMN12611682,Metagenome or environmental,25058493,UNIVERSITY OF ALBERTA,2017-10-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759311,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F09W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F09W1,feces,F09W1,SRP219296,W1,Tapioca
SRR10022134,AMPLICON,602,51706984,PRJNA560950,SAMN12611683,Metagenome or environmental,30442984,UNIVERSITY OF ALBERTA,2017-10-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759310,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F09W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F09W2,feces,F09W2,SRP219296,W2,Tapioca
SRR10022135,AMPLICON,602,42223678,PRJNA560950,SAMN12611684,Metagenome or environmental,25174587,UNIVERSITY OF ALBERTA,2017-10-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759309,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F09W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F09W3,feces,F09W3,SRP219296,W3,Tapioca
SRR10022136,AMPLICON,602,29711710,PRJNA560950,SAMN12611687,Metagenome or environmental,17937458,UNIVERSITY OF ALBERTA,2017-10-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759308,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F10W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:49:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F10W1,feces,F10W1,SRP219296,W1,Maize
SRR10022137,AMPLICON,602,48576584,PRJNA560950,SAMN12611688,Metagenome or environmental,28302752,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759307,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F10W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F10W2,feces,F10W2,SRP219296,W2,Maize
SRR10022138,AMPLICON,602,37658110,PRJNA560950,SAMN12611689,Metagenome or environmental,23252128,UNIVERSITY OF ALBERTA,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759306,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F10W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F10W3,feces,F10W3,SRP219296,W3,Maize
SRR10022139,AMPLICON,602,40374936,PRJNA560950,SAMN12611692,Metagenome or environmental,23353814,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759305,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F11W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F11W1,feces,F11W1,SRP219296,W1,Maize
SRR10022140,AMPLICON,602,46207714,PRJNA560950,SAMN12611693,Metagenome or environmental,27016923,UNIVERSITY OF ALBERTA,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759304,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F11W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:49:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F11W2,feces,F11W2,SRP219296,W2,Maize
SRR10022141,AMPLICON,602,42804608,PRJNA560950,SAMN12611694,Metagenome or environmental,24932382,UNIVERSITY OF ALBERTA,2017-10-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759303,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F11W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F11W3,feces,F11W3,SRP219296,W3,Maize
SRR10022142,AMPLICON,602,48315918,PRJNA560950,SAMN12611697,Metagenome or environmental,28332720,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759302,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F12W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F12W1,feces,F12W1,SRP219296,W1,Tapioca
SRR10022143,AMPLICON,602,53106032,PRJNA560950,SAMN12611698,Metagenome or environmental,31405480,UNIVERSITY OF ALBERTA,2017-10-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759301,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F12W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F12W2,feces,F12W2,SRP219296,W2,Tapioca
SRR10022144,AMPLICON,602,42431368,PRJNA560950,SAMN12611699,Metagenome or environmental,25181817,UNIVERSITY OF ALBERTA,2017-10-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759300,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F12W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F12W3,feces,F12W3,SRP219296,W3,Tapioca
SRR10022145,AMPLICON,602,34028652,PRJNA560950,SAMN12611702,Metagenome or environmental,20613756,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759299,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F13W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F13W1,feces,F13W1,SRP219296,W1,Tapioca
SRR10022146,AMPLICON,602,44275896,PRJNA560950,SAMN12611703,Metagenome or environmental,25958953,UNIVERSITY OF ALBERTA,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759298,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F13W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F13W2,feces,F13W2,SRP219296,W2,Tapioca
SRR10022147,AMPLICON,602,52515470,PRJNA560950,SAMN12611704,Metagenome or environmental,30880212,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759297,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F13W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F13W3,feces,F13W3,SRP219296,W3,Tapioca
SRR10022148,AMPLICON,602,43260322,PRJNA560950,SAMN12611707,Metagenome or environmental,25441854,UNIVERSITY OF ALBERTA,2017-10-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759296,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F14W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F14W1,feces,F14W1,SRP219296,W1,Tapioca
SRR10022149,AMPLICON,602,38140312,PRJNA560950,SAMN12611708,Metagenome or environmental,22386618,UNIVERSITY OF ALBERTA,2017-10-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759295,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F14W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F14W2,feces,F14W2,SRP219296,W2,Tapioca
SRR10022150,AMPLICON,602,39393074,PRJNA560950,SAMN12611709,Metagenome or environmental,23336379,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759294,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F14W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F14W3,feces,F14W3,SRP219296,W3,Tapioca
SRR10022151,AMPLICON,602,48245484,PRJNA560950,SAMN12611712,Metagenome or environmental,27928071,UNIVERSITY OF ALBERTA,2017-10-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759293,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F15W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F15W1,feces,F15W1,SRP219296,W1,Potato
SRR10022152,AMPLICON,602,31642324,PRJNA560950,SAMN12611713,Metagenome or environmental,18695151,UNIVERSITY OF ALBERTA,2017-10-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759292,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F15W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F15W2,feces,F15W2,SRP219296,W2,Potato
SRR10022153,AMPLICON,602,34525904,PRJNA560950,SAMN12611714,Metagenome or environmental,20753035,UNIVERSITY OF ALBERTA,2017-11-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759291,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F15W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F15W3,feces,F15W3,SRP219296,W3,Potato
SRR10022154,AMPLICON,602,54093914,PRJNA560950,SAMN12611717,Metagenome or environmental,31336838,UNIVERSITY OF ALBERTA,2017-10-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759290,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F16W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F16W1,feces,F16W1,SRP219296,W1,Maize
SRR10022155,AMPLICON,602,57447054,PRJNA560950,SAMN12611718,Metagenome or environmental,33242399,UNIVERSITY OF ALBERTA,2017-10-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759289,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F16W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F16W2,feces,F16W2,SRP219296,W2,Maize
SRR10022156,AMPLICON,602,31539984,PRJNA560950,SAMN12611664,Metagenome or environmental,18545119,UNIVERSITY OF ALBERTA,2017-10-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759288,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F04W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F04W3,feces,F04W3,SRP219296,W3,Potato
SRR10022157,AMPLICON,602,45085586,PRJNA560950,SAMN12611826,Metagenome or environmental,25710157,UNIVERSITY OF ALBERTA,2017-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759287,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M38W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M38W0,feces,M38W0,SRP219296,BL,Control
SRR10022158,AMPLICON,602,56442316,PRJNA560950,SAMN12611675,Metagenome or environmental,32734130,UNIVERSITY OF ALBERTA,2017-10-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759286,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F06W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F06W4,feces,F06W4,SRP219296,W4,Control
SRR10022159,AMPLICON,602,54185418,PRJNA560950,SAMN12611680,Metagenome or environmental,31581043,UNIVERSITY OF ALBERTA,2017-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759285,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F08W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F08W4,feces,F08W4,SRP219296,W4,Maize
SRR10022160,AMPLICON,602,43557108,PRJNA560950,SAMN12611681,Metagenome or environmental,26134759,UNIVERSITY OF ALBERTA,2017-09-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759284,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F09W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F09W0,feces,F09W0,SRP219296,BL,Tapioca
SRR10022161,AMPLICON,602,49680652,PRJNA560950,SAMN12611685,Metagenome or environmental,29698279,UNIVERSITY OF ALBERTA,2017-10-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759283,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F09W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F09W4,feces,F09W4,SRP219296,W4,Tapioca
SRR10022162,AMPLICON,602,39294948,PRJNA560950,SAMN12611650,Metagenome or environmental,23004491,UNIVERSITY OF ALBERTA,2017-10-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759282,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F01W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F01W4,feces,F01W4,SRP219296,W4,Control
SRR10022163,AMPLICON,602,47047504,PRJNA560950,SAMN12611686,Metagenome or environmental,27628011,UNIVERSITY OF ALBERTA,2017-09-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759281,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F10W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F10W0,feces,F10W0,SRP219296,BL,Maize
SRR10022164,AMPLICON,602,34276074,PRJNA560950,SAMN12611690,Metagenome or environmental,20820966,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759280,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F10W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F10W4,feces,F10W4,SRP219296,W4,Maize
SRR10022165,AMPLICON,602,47312986,PRJNA560950,SAMN12611691,Metagenome or environmental,27602097,UNIVERSITY OF ALBERTA,2017-09-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759279,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F11W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F11W0,feces,F11W0,SRP219296,BL,Maize
SRR10022166,AMPLICON,602,63686784,PRJNA560950,SAMN12611695,Metagenome or environmental,36552349,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759278,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F11W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F11W4,feces,F11W4,SRP219296,W4,Maize
SRR10022167,AMPLICON,602,37694230,PRJNA560950,SAMN12611651,Metagenome or environmental,22239221,UNIVERSITY OF ALBERTA,2017-09-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759277,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F02W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F02W0,feces,F02W0,SRP219296,BL,Tapioca
SRR10022168,AMPLICON,602,44463118,PRJNA560950,SAMN12611696,Metagenome or environmental,26154222,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759276,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F12W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F12W0,feces,F12W0,SRP219296,BL,Tapioca
SRR10022169,AMPLICON,602,47607966,PRJNA560950,SAMN12611700,Metagenome or environmental,28171745,UNIVERSITY OF ALBERTA,2017-10-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759275,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F12W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F12W4,feces,F12W4,SRP219296,W4,Tapioca
SRR10022170,AMPLICON,602,31640518,PRJNA560950,SAMN12611701,Metagenome or environmental,18570962,UNIVERSITY OF ALBERTA,2017-10-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759274,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F13W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F13W0,feces,F13W0,SRP219296,BL,Tapioca
