Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,ReleaseDate,Sample Name,sample_title,seq_methods,SRA Study,create_date,version
SRR3053277,AMPLICON,500,14688702,PRJNA306884,SAMN04370124,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9573564,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U007_Sample4_DuringRS,human,gut,fecal,SRX1501619,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U007_8_S23_L001_R1_001.fastq.U007_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U007_8,U007_8,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053278,AMPLICON,500,25970867,PRJNA306884,SAMN04370125,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17536984,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample1_BeforeRS,human,gut,fecal,SRX1501620,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_1_S147_L001_R1_001.fastq.U008_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_1,U008_1,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053279,AMPLICON,500,1508230,PRJNA306884,SAMN04370126,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1091114,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample2_BeforeRS,human,gut,fecal,SRX1501621,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_2_S262_L001_R1_001.fastq.U008_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_2,U008_2,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053280,AMPLICON,500,22595663,PRJNA306884,SAMN04370127,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15041385,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample3_BeforeRS,human,gut,fecal,SRX1501622,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_3_S150_L001_R1_001.fastq.U008_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_3,U008_3,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053281,AMPLICON,500,5216638,PRJNA306884,SAMN04370128,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",3533401,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample4_BeforeRS,human,gut,fecal,SRX1501623,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_4_S11_L001_R1_001.fastq.U008_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_4,U008_4,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053282,AMPLICON,500,12202119,PRJNA306884,SAMN04370129,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8206475,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample1_DuringRS,human,gut,fecal,SRX1501624,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_5_S27_L001_R1_001.fastq.U008_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_5,U008_5,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053283,AMPLICON,500,12684628,PRJNA306884,SAMN04370130,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8515974,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample2_DuringRS,human,gut,fecal,SRX1501625,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_6_S86_L001_R1_001.fastq.U008_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_6,U008_6,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053284,AMPLICON,500,21470205,PRJNA306884,SAMN04370131,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14301031,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample3_DuringRS,human,gut,fecal,SRX1501626,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_7_S35_L001_R1_001.fastq.U008_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_7,U008_7,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053285,AMPLICON,500,15362334,PRJNA306884,SAMN04370132,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10512017,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U008_Sample4_DuringRS,human,gut,fecal,SRX1501627,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U008_8_S80_L001_R1_001.fastq.U008_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U008_8,U008_8,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053286,AMPLICON,500,19337304,PRJNA306884,SAMN04370133,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12785539,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample1_BeforeRS,human,gut,fecal,SRX1501628,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_1_S248_L001_R1_001.fastq.U011_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_1,U011_1,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053287,AMPLICON,500,21102736,PRJNA306884,SAMN04370134,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13969482,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample2_BeforeRS,human,gut,fecal,SRX1501629,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_2_S112_L001_R1_001.fastq.U011_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_2,U011_2,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053288,AMPLICON,500,11540727,PRJNA306884,SAMN04370135,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7805490,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample3_BeforeRS,human,gut,fecal,SRX1501630,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_3_S48_L001_R1_001.fastq.U011_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_3,U011_3,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053289,AMPLICON,500,33443161,PRJNA306884,SAMN04370136,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22389503,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample4_BeforeRS,human,gut,fecal,SRX1501631,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_4_S270_L001_R1_001.fastq.U011_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_4,U011_4,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053290,AMPLICON,500,24529083,PRJNA306884,SAMN04370137,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16374761,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample1_DuringRS,human,gut,fecal,SRX1501632,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_5_S167_L001_R1_001.fastq.U011_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_5,U011_5,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053291,AMPLICON,500,25968696,PRJNA306884,SAMN04370138,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17170716,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample2_DuringRS,human,gut,fecal,SRX1501633,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_6_S217_L001_R1_001.fastq.U011_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_6,U011_6,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053292,AMPLICON,500,16309507,PRJNA306884,SAMN04370139,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10770472,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample3_DuringRS,human,gut,fecal,SRX1501634,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_7_S109_L001_R1_001.fastq.U011_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_7,U011_7,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053293,AMPLICON,500,18550913,PRJNA306884,SAMN04370140,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12476255,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U011_Sample4_DuringRS,human,gut,fecal,SRX1501635,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U011_8_S42_L001_R1_001.fastq.U011_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U011_8,U011_8,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053294,AMPLICON,500,24331481,PRJNA306884,SAMN04370141,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15796115,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample1_BeforeRS,human,gut,fecal,SRX1501636,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_1_S204_L001_R1_001.fastq.U014_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_1,U014_1,MiSeqIllumina,SRP067761,2015-12-24T10:06:00Z,1
SRR3053295,AMPLICON,500,25199897,PRJNA306884,SAMN04370142,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16481707,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample2_BeforeRS,human,gut,fecal,SRX1501637,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_2_S216_L001_R1_001.fastq.U014_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_2,U014_2,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053296,AMPLICON,500,21923200,PRJNA306884,SAMN04370143,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14347461,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample3_BeforeRS,human,gut,fecal,SRX1501638,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_3_S228_L001_R1_001.fastq.U014_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_3,U014_3,MiSeqIllumina,SRP067761,2015-12-24T10:05:00Z,1
SRR3053297,AMPLICON,500,24543512,PRJNA306884,SAMN04370144,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16317465,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample4_BeforeRS,human,gut,fecal,SRX1501639,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_4_S240_L001_R1_001.fastq.U014_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_4,U014_4,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053298,AMPLICON,501,26995117,PRJNA306884,SAMN04370145,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18052363,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample1_DuringRS,human,gut,fecal,SRX1501640,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_5_S264_L001_R1_001.fastq.U014_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_5,U014_5,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053299,AMPLICON,500,17221231,PRJNA306884,SAMN04370146,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11437916,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample2_DuringRS,human,gut,fecal,SRX1501641,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_6_S276_L001_R1_001.fastq.U014_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_6,U014_6,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053300,AMPLICON,500,26129068,PRJNA306884,SAMN04370147,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17123458,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample3_DuringRS,human,gut,fecal,SRX1501642,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_7_S193_L001_R1_001.fastq.U014_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_7,U014_7,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053301,AMPLICON,500,27958875,PRJNA306884,SAMN04370148,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18397945,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U014_Sample4_DuringRS,human,gut,fecal,SRX1501643,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U014_8_S205_L001_R1_001.fastq.U014_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U014_8,U014_8,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053302,AMPLICON,500,16499777,PRJNA306884,SAMN04370149,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10923700,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample1_BeforeRS,human,gut,fecal,SRX1501644,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_1_S113_L001_R1_001.fastq.U015_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_1,U015_1,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053303,AMPLICON,500,24952846,PRJNA306884,SAMN04370150,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16557841,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample2_BeforeRS,human,gut,fecal,SRX1501645,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_2_S166_L001_R1_001.fastq.U015_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_2,U015_2,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053304,AMPLICON,500,16903861,PRJNA306884,SAMN04370151,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11176635,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample3_BeforeRS,human,gut,fecal,SRX1501646,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_3_S135_L001_R1_001.fastq.U015_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_3,U015_3,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053305,AMPLICON,500,25337263,PRJNA306884,SAMN04370152,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16708584,MOTHUR,2015-02-23,public,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample4_BeforeRS,human,gut,fecal,SRX1501647,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_4_S137_L001_R1_001.fastq.U015_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_4,U015_4,MiSeqIllumina,SRP067761,,
SRR3053306,AMPLICON,500,19968489,PRJNA306884,SAMN04370153,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13242484,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample1_DuringRS,human,gut,fecal,SRX1501648,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_5_S174_L001_R1_001.fastq.U015_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_5,U015_5,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053307,AMPLICON,500,21922807,PRJNA306884,SAMN04370154,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14313878,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample2_DuringRS,human,gut,fecal,SRX1501649,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_6_S61_L001_R1_001.fastq.U015_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_6,U015_6,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053308,AMPLICON,500,21415353,PRJNA306884,SAMN04370155,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14155763,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample3_DuringRS,human,gut,fecal,SRX1501650,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_7_S73_L001_R1_001.fastq.U015_7,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_7,U015_7,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053309,AMPLICON,500,21116350,PRJNA306884,SAMN04370156,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14015330,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U015_Sample4_DuringRS,human,gut,fecal,SRX1501651,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U015_8_S160_L001_R1_001.fastq.U015_8,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U015_8,U015_8,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053310,AMPLICON,500,16529818,PRJNA306884,SAMN04370157,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10918284,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample1_BeforeRS,human,gut,fecal,SRX1501652,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_1_S29_L001_R1_001.fastq.U020_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_1,U020_1,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053311,AMPLICON,500,11055245,PRJNA306884,SAMN04370158,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7251082,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample2_BeforeRS,human,gut,fecal,SRX1501653,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_2_S17_L001_R1_001.fastq.U020_2,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_2,U020_2,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053312,AMPLICON,500,11854769,PRJNA306884,SAMN04370159,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7901032,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample3_BeforeRS,human,gut,fecal,SRX1501654,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_3_S41_L001_R1_001.fastq.U020_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_3,U020_3,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053313,AMPLICON,500,20000838,PRJNA306884,SAMN04370160,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13167386,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample4_BeforeRS,human,gut,fecal,SRX1501655,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_4_S51_L001_R1_001.fastq.U020_4,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_4,U020_4,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053314,AMPLICON,500,16173198,PRJNA306884,SAMN04370161,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10724215,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample1_DuringRS,human,gut,fecal,SRX1501656,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_5_S63_L001_R1_001.fastq.U020_5,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_5,U020_5,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
SRR3053315,AMPLICON,500,27283516,PRJNA306884,SAMN04370162,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18699694,MOTHUR,2015-02-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",U020_Sample2_DuringRS,human,gut,fecal,SRX1501657,USA,North America,"USA: Michigan\, Ann Arbor",Homo sapiens,Illumina MiSeq,42.23 N 83.73 W,U020_6_S75_L001_R1_001.fastq.U020_6,PAIRED,PCR,METAGENOMIC,human gut metagenome,human gut metagenome,ILLUMINA,2016-01-15T00:00:00Z,U020_6,U020_6,MiSeqIllumina,SRP067761,2015-12-24T10:04:00Z,1
