Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet (run),Diet,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,rel_to_oxygen,ReleaseDate,create_date,version,samp_collect_device,Sample Name,source_material_id,SRA Study,StudyID (run),studyid,Acetate (run),Butyrate (run),Propionate (run)
SRR16937120,AMPLICON,463,52578338,PRJNA780023,SAMN23101051,Metagenome or environmental,35143399,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129160,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_047,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_047,DC_005_047,SRP345891,POT 051,POT 051,88.31,12.39,11.23
SRR16937121,AMPLICON,463,38138737,PRJNA780023,SAMN23101050,Metagenome or environmental,25741930,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129159,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_041,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_041,DC_005_041,SRP345891,POT 051,POT 051,80.03,27.08,8.1
SRR16937122,AMPLICON,463,43750815,PRJNA780023,SAMN23101049,Metagenome or environmental,28732180,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129158,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_036,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_036,DC_005_036,SRP345891,POT 051,POT 051,105.98,28.14,11.61
SRR16937123,AMPLICON,463,49012124,PRJNA780023,SAMN23101048,Metagenome or environmental,31606200,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129157,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_023,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_023,DC_005_023,SRP345891,POT 051,POT 051,53.67,24.74,14.04
SRR16937124,AMPLICON,463,58434887,PRJNA780023,SAMN23101047,Metagenome or environmental,37996326,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129156,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_077,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_077,DC_005_077,SRP345891,POT 050,POT 050,71.7,10.78,15.9
SRR16937158,AMPLICON,463,56305139,PRJNA780023,SAMN23101016,Metagenome or environmental,36063276,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129122,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_020,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_020,DC_005_020,SRP345891,POT 044,POT 044,48.9,14.91,5.06
SRR16937159,AMPLICON,463,28923247,PRJNA780023,SAMN23101015,Metagenome or environmental,17711000,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129121,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_004,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_004,DC_005_004,SRP345891,POT 044,POT 044,27,8.26,10.9
SRR16937160,AMPLICON,463,11244668,PRJNA780023,SAMN23101014,Metagenome or environmental,7013271,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129120,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_135,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_135,DC_003_135,SRP345891,POT 044,POT 044,63.59,10.96,7.44
SRR16937161,AMPLICON,463,20889047,PRJNA780023,SAMN23100825,Metagenome or environmental,13863021,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129119,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_037,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_037,DC_01_037,SRP345891,POT 006,POT 006,49.15,7.42,8.61
SRR16937162,AMPLICON,463,32638165,PRJNA780023,SAMN23101013,Metagenome or environmental,18647653,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129118,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_109,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_109,DC_003_109,SRP345891,POT 044,POT 044,107.6,6.67,6.9
SRR16937163,AMPLICON,463,49813012,PRJNA780023,SAMN23101012,Metagenome or environmental,32176864,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129117,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_056,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_056,DC_005_056,SRP345891,POT 043,POT 043,95.54,7.53,9.65
SRR16937164,AMPLICON,463,57663990,PRJNA780023,SAMN23101011,Metagenome or environmental,35395171,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129116,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_028,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_028,DC_005_028,SRP345891,POT 043,POT 043,37.12,3.86,4.37
SRR16937165,AMPLICON,462,27655297,PRJNA780023,SAMN23101010,Metagenome or environmental,16167735,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129115,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_132,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_132,DC_003_132,SRP345891,POT 043,POT 043,38.33,7.88,7.46
SRR16937166,AMPLICON,463,31707992,PRJNA780023,SAMN23101009,Metagenome or environmental,17921871,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129114,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_123,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_123,DC_003_123,SRP345891,POT 043,POT 043,35.1,9.74,17.79
SRR16937167,AMPLICON,463,15355812,PRJNA780023,SAMN23101008,Metagenome or environmental,8731827,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129113,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_117,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_117,DC_003_117,SRP345891,POT 043,POT 043,52.47,6.34,11.12
SRR16937168,AMPLICON,463,45753237,PRJNA780023,SAMN23101007,Metagenome or environmental,28669423,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129112,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_076,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_076,DC_005_076,SRP345891,POT 042,POT 042,140.8,8,6.89
SRR16937169,AMPLICON,463,63217441,PRJNA780023,SAMN23101006,Metagenome or environmental,39332697,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129111,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_031,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_031,DC_005_031,SRP345891,POT 042,POT 042,104.94,30.24,11.97
SRR16937170,AMPLICON,463,22438503,PRJNA780023,SAMN23101005,Metagenome or environmental,13249649,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129110,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_136,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_136,DC_003_136,SRP345891,POT 042,POT 042,54.2,11.28,8.29
SRR16937171,AMPLICON,463,22479041,PRJNA780023,SAMN23101004,Metagenome or environmental,13018436,PENN STATE UNIVERSITY,2018,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129109,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_125,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_125,DC_003_125,SRP345891,POT 042,POT 042,96.51,17.53,11.06
SRR16937172,AMPLICON,463,17957586,PRJNA780023,SAMN23100824,Metagenome or environmental,11909917,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129108,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_028,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_028,DC_01_028,SRP345891,POT 006,POT 006,70,19.9,6.5
SRR16937173,AMPLICON,463,15702085,PRJNA780023,SAMN23100806,Metagenome or environmental,10418795,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129107,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_034,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_034,DC_01_034,SRP345891,POT 001,POT 001,75.6,9.5,8.6
SRR16937174,AMPLICON,463,23499556,PRJNA780023,SAMN23101003,Metagenome or environmental,13410507,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129106,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_119,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_119,DC_003_119,SRP345891,POT 042,POT 042,66.45,12.5,5.26
SRR16937175,AMPLICON,463,67142083,PRJNA780023,SAMN23101002,Metagenome or environmental,42004098,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129105,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_058,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_058,DC_005_058,SRP345891,POT 041,POT 041,51.6,5.89,8
SRR16937176,AMPLICON,463,58381610,PRJNA780023,SAMN23101001,Metagenome or environmental,37166399,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129104,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_038,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_038,DC_005_038,SRP345891,POT 041,POT 041,85.05,22.05,19.9
SRR16937177,AMPLICON,463,22068947,PRJNA780023,SAMN23101000,Metagenome or environmental,12535541,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129103,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_118,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_118,DC_003_118,SRP345891,POT 041,POT 041,95,26.57,19.5
SRR16937178,AMPLICON,463,13199839,PRJNA780023,SAMN23100999,Metagenome or environmental,7494587,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129102,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_106,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_106,DC_003_106,SRP345891,POT 041,POT 041,59.3,6.14,4.41
SRR16937194,AMPLICON,463,42210313,PRJNA780023,SAMN23100984,Metagenome or environmental,26329925,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129086,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_026,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_026,DC_005_026,SRP345891,POT 038,POT 038,81.42,14.61,10.12
SRR16937195,AMPLICON,461,12723121,PRJNA780023,SAMN23100822,Metagenome or environmental,8616885,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129085,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_123,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_123,DC_01_123,SRP345891,POT 005,POT 005,101.18,3.89,4.06
SRR16937196,AMPLICON,462,30912275,PRJNA780023,SAMN23100983,Metagenome or environmental,17730109,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129084,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_127,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_127,DC_003_127,SRP345891,POT 038,POT 038,36.8,14.41,9.66
SRR16937197,AMPLICON,463,37209065,PRJNA780023,SAMN23100982,Metagenome or environmental,23873922,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129083,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_075,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_075,DC_005_075,SRP345891,POT 037,POT 037,60,5.1,4.7
SRR16937198,AMPLICON,461,81620089,PRJNA780023,SAMN23100981,Metagenome or environmental,52932031,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129082,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_034,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_034,DC_005_034,SRP345891,POT 037,POT 037,41.42,9.98,5.37
SRR16937199,AMPLICON,462,51102789,PRJNA780023,SAMN23100980,Metagenome or environmental,33232853,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129081,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_008,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_008,DC_005_008,SRP345891,POT 037,POT 037,49.59,12.12,10.64
SRR16937200,AMPLICON,463,25307294,PRJNA780023,SAMN23100979,Metagenome or environmental,14564599,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129080,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_115,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_115,DC_003_115,SRP345891,POT 037,POT 037,48,10.96,12.84
SRR16937201,AMPLICON,462,35056880,PRJNA780023,SAMN23100978,Metagenome or environmental,20207358,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129079,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_102,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_102,DC_003_102,SRP345891,POT 037,POT 037,52.55,12.15,6.27
SRR16937202,AMPLICON,463,7362328,PRJNA780023,SAMN23100977,Metagenome or environmental,4602165,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129078,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_062,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:28:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_062,DC_005_062,SRP345891,POT 036,POT 036,97.62,21.88,20.26
SRR16937203,AMPLICON,463,47816291,PRJNA780023,SAMN23100976,Metagenome or environmental,30730911,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129077,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_048,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_048,DC_005_048,SRP345891,POT 036,POT 036,59.93,10.69,8.51
SRR16937204,AMPLICON,463,55340661,PRJNA780023,SAMN23100975,Metagenome or environmental,35139102,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129076,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_040,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_040,DC_005_040,SRP345891,POT 036,POT 036,62.75,14.11,5.2
SRR16937205,AMPLICON,463,40454562,PRJNA780023,SAMN23100974,Metagenome or environmental,25300131,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129075,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_005,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_005,DC_005_005,SRP345891,POT 036,POT 036,155.03,14.18,7.58
SRR16937206,AMPLICON,463,22042745,PRJNA780023,SAMN23100821,Metagenome or environmental,14720430,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pot,Pot,SRX13129074,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_01_120,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_01_120,DC_01_120,SRP345891,POT 005,POT 005,77.53,6.69,9.5
SRR16937207,AMPLICON,463,33594501,PRJNA780023,SAMN23100973,Metagenome or environmental,19416766,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Ref,Ref,SRX13129073,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_003_112,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_003_112,DC_003_112,SRP345891,POT 036,POT 036,33.3,11.12,10.22
SRR16937208,AMPLICON,463,34139240,PRJNA780023,SAMN23100972,Metagenome or environmental,21846532,PENN STATE UNIVERSITY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",BL,BL,SRX13129072,USA,North America,USA:State College,Homo sapiens,Illumina MiSeq,fecal sample,40.7934 N 77.8600 W,DC_005_068,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,anaerobe,2022-07-13T00:00:00Z,2021-11-12T19:29:00Z,1,Zymo Research DNA/RNA shield Fecal Collection Tube,DC_005_068,DC_005_068,SRP345891,POT 035,POT 035,107.2,28.21,7.91
