"X"	"SRR2467276"	"SRR2467277"	"SRR2467280"	"SRR2467281"	"SRR2467283"	"SRR2467284"	"SRR2467286"	"SRR2467287"	"SRR2467291"	"SRR2467294"	"SRR2467295"	"SRR2467296"	"SRR2467298"	"SRR2467299"	"SRR2467301"	"SRR2467302"	"SRR2467304"	"SRR2467305"	"SRR2467307"	"SRR2467308"	"SRR2467310"	"SRR2467311"	"SRR2467313"	"SRR2467314"	"SRR2467316"	"SRR2467317"	"SRR2467319"	"SRR2467320"	"SRR2467321"	"SRR2467323"	"SRR2467325"	"SRR2467326"	"SRR2467327"	"SRR2467329"	"SRR2467331"	"SRR2467332"	"SRR2467334"	"SRR2467335"	"SRR2467336"	"SRR2467338"
"G902387315"	0	0	0	0	0	0	0.154974687467714	0.0584852324787991	0	0	0	0.0937734433608402	0.390894458496206	0.220171943803732	0	0	0.134892086330935	0.0474743638435245	0.0783153498085625	0.136324203742719	0.307606263982103	0.0855350693784452	0.0787608296140719	0.178557565406413	0	0	0	0	0	0	0.0812622739893005	0.119600393977768	0	0	0.116895261845387	0.0736214385629095	0.0912270031929451	0.047247814788566	0	0
"GB-GCA-000980215.1-LARH01000082.1"	4.30022684682908	8.87465690759378	0	0	0.414555504375864	0	0	0	0.919439579684764	0.668257756563246	0	2.87884471117779	0	0	0	0	0	0	0	0	0	0	2.83538986610659	1.88649949538079	0.212696335078534	0	0.97951248691491	2.71837936109428	0	0	1.04963770569513	0.879414661601238	0.818474130371237	2.18681896746073	0	0.404917912096002	1.26197354416907	3.99244034963383	1.44671274714676	1.52251141883564
"GB-GCA-000980395.1-LARI01000033.1"	0	0	0.187020759304283	0.491932310114128	0	0.781708032050029	0.0723215208182664	0	0	0	0	0	2.17291331340538	0.220171943803732	0	0.122636688809402	0.953237410071942	0	0.635224504002785	0.96666253563019	0.652498135719612	0.608249382246721	0	0	0.605366492146597	0.718849840255591	0	0	0.171163093976689	0.212785641594967	0	0	0	0	0.163653366583541	0.0515350069940367	0.0836247529268664	0.0551224505866604	0.128596688635268	0
"GB-GCA-000980425.1-LARJ01000053.1"	0	0.203314018501576	0	0	0	0.547195622435021	0.56824052071495	0.409396627351594	0	0	0.302409521022339	0.562640660165041	0	0	0.239234449760766	0.132856412876852	0.584532374100719	0.807064185339916	0	0.210682860329657	1.35160328113348	1.97681049230184	0.437560164522622	1.10239888207437	0.400850785340314	0.335463258785943	0.261701809481083	0.225088736905896	0.489037411361969	0.481080580997317	0.562064061759328	0.513578162375123	1.99503069277989	1.60817614789209	0.43640897755611	0.559522933078112	0.24327200851452	0.527600598472321	0.249156084230831	0.224751685637642
"GB-GCA-003096855.1-QEOA01000010.1"	0.187395206627873	0	0.991210024312699	0	0	0	0	0.175455697436397	0.218914185639229	0.684168655529037	0	0	0.344906875143711	0.482281400712938	0	0	0	0	0.765750087017055	0.285041516916594	0	0	0	0.0776337240897446	0	0	0	0	0	0	0	0.0562825383424792	0	0	0	0	0.152045005321575	0.212615166548547	0	0
"GB-GCA-003202935.1-BFBU01000001.1--5"	0	0.101657009250788	0	0	0.149700598802395	0.146570256009381	0	0	0.383099824868652	0.190930787589499	0	0.262565641410353	0	0	0	0	0.0989208633093525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338592808288752	0	0	0	0.413029925187032	0	0	0.196865894952358	0.20896961903231	0
"GB-GCA-003202935.1-BFBU01000001.1--6"	0	0	0	0	0	0	0.154974687467714	0.0779803099717321	0	0	0	0.300075018754689	0	0	0	0	0	0.104443600455754	0	0	0	0	0.201277675680406	0.0698703516807701	0.0654450261780105	0	0.12711230746224	0	0	0	0	0	0	0	0	0	0.0532157518625513	0	0	0
"GB-GCA-003463945.1-QSEF01000018.1"	0	0	0	0	0	0	0	0	0.197022767075306	0.111376292760541	0	0	0	0	0.176825462866653	0	1.62769784172662	2.46866691986327	0	0	0	0	0	0	0.924410994764398	0.159744408945687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-003463985.1-QSEI01000001.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551279384231329	0.439448134900358	0	0	0	0	0	0	0	0	3.07591623036649	1.34185303514377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-003479765.1-QUHT01000082.1"	0	0.49811934532886	0	0	0	0.107484854406879	0	0	0	0	0	0	0	0.220171943803732	0.0832119825254837	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15486184693129	0.0555092978073827	0	0	0	0	0	0.294485754251638	0	0	0.225044205111718	0
"GB-GCA-003480465.1-QUJC01000028.1"	0	0.447290840703466	0	0	0.426070935052971	0	0.485587354065503	0	0.306479859894921	0.365950676213206	0	0	0	0.104843782763682	0	0	0.143884892086331	0	0	0	0	0	0	0	0	0	0.441154478839539	0.337633105358843	0.130409976363192	0.0925154963456379	0.142208979481276	0	0	0	1.16115960099751	0.346020761245675	0.349703512239623	0.141743444365698	0	0
"GB-GCA-003481005.1-QUKC01000014.1"	0.0493145280599665	0.182982616651418	0.130914531512998	0	0	0	0.68188862485794	0.360658933619261	0	0	0	0.421980495123781	0.21844102092435	0.0838750262109457	0	0	1.6636690647482	1.20584884162552	0.600417681865646	1.05341430164828	0	0	0	0	0.0818062827225131	0	0.882308957679079	0.666608951605921	0.211916211590187	0	0.176068260310151	0.344730547347685	0	0	2.96913965087282	1.08223514687477	1.3227915462977	0.559099141664698	1.3341906445909	0
"GB-GCA-003584705.1-AP018536.1--4"	0	0	0.589115391808491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60911938739993	0	0	0	0	0	0	0	0	0	0	0	0.142208979481276	0	0	0	0.576683291770574	0	0.212863007450205	0.811087487203717	0.217006912072014	0
"GB-GCA-004553155.1-SFME01000100.1"	0	0	0	0	0	0	3.74005579088749	2.4758748416025	0	0	0.224368354306897	1.15341335333833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-004559325.1-SFYO01000042.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765750087017055	1.37563514685835	0	0	0	0	0.87532722513089	0	0	0	1.14923791670063	0.712369321861412	1.92320715108011	2.91965667651611	0	0	0	0	0	0	0	0
"GB-GCA-008662295.1-RPZC01000051.1"	0.512871091823651	0.426959438853309	0.168318683373854	0.0885478158205431	0.391524643021649	0.293140512018761	0	0	0	0	1.1901277924105	0.628282070517629	0.379397562658082	0.492765778989306	0	0	1.23201438848921	1.12988985947588	0	0.619655471557814	0.941461595824012	0.921877969967687	0	0	0	0	0.471063257065949	0.857068652064756	0	0	0	0	0	0	0	0	0	0.385857154106623	0.233081498151423	0.108750815631117
"GB-GCA-008662295.1-RPZC01000090.1"	0	0.345633831452679	0	0.118063754427391	0	0.293140512018761	0.206632916623618	0.311921239886929	0.29553415061296	0.429594272076372	0	0	1.72453437571856	0.597609561752988	2.00748907842729	3.08635666836995	0.33273381294964	0.370300037979491	1.23564218586843	0.285041516916594	0	0	0.35879933490855	1.05581864762053	0.384489528795812	0.343450479233227	0.9496037086885	0.1991169595706	0.236368082158285	0.286798038671477	1.11735626735288	0.562825383424792	2.39695995323005	0.210415570752236	0.225997506234414	0.117794301700655	0.114033753991181	0.330734703519962	0	0.188501413760603
"GB-GCA-008667415.1-RQED01000295.1"	0.463556563763685	0.396462336078073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513400626522798	0.446151939521626	0.838926174496644	0.788823417601217	0	0	0	0	0	0	0	0	0	0	0	0	0.584476309226933	0.912905838180078	0.288885510110993	0.409481061500906	0	0
"GB-GCA-008669045.1-RQAJ01000001.1"	0	0	1.72994202356462	2.54820936639118	0	0	0.423597479078417	0.0974753874646652	0	0.190930787589499	0.195102916788606	0.234433608402101	0.137962750057484	0.377437617949256	0.91533180778032	0.490546755237609	0	0	0	0	5.63012677106637	3.62098460368751	4.76940579329658	2.25914137101157	0.507198952879581	0.23961661341853	0	0	1.08403292851903	0.425571283189934	0	0	0	0	0	0	0	0	0.176820446873493	0.0580004350032625
"GB-GCA-008671775.1-RPXR01000060.1"	0.0690403392839531	0	0.0841593416869272	0.068870523415978	0	0	0	0	0	0.556881463802705	0	0.0468867216804201	0	0	0	0	0	0	1.66202575704838	1.10298673937291	0.046607009694258	0.0950389659760502	0	0	0.0654450261780105	0.199680511182109	0	0	0	0	0	0.077388490220909	0	0	0.0155860349127182	0.0441728631377457	0.0380112513303938	0.070871722182849	0.104484809516155	0.195751468136011
"GB-GCA-008672535.1-RPWD01000291.1"	0.0493145280599665	0.0508285046253939	0.065457265756499	0	0.0575771533855366	0.117256204807504	0	0	0.700525394045534	0.350039777247414	0	0	0	0	0.0312044934470564	0	0.170863309352518	0.151917964299278	0.113122171945701	0	0	0.104542862573655	0.236282488842216	0	0.114528795811518	0	0.186929863915059	0.0779153320058869	0.0733556117042954	0.0740123970765103	0.196383828807476	0.154776980441818	0.204618532592809	0.157811678064177	0.225997506234414	0.0736214385629095	0.0532157518625513	0	0.144671274714676	0
"GB-GCA-008673455.1-RPUK01000107.1"	4.46789624223296	2.6837450442208	0.224424911165139	0.226288862652499	1.26669737448181	1.70021496970881	0	0.399649088605127	12.9816112084063	8.92601431980907	0	0	0	0	1.7890576242979	1.37966274910577	0	0.0474743638435245	6.93525931082492	6.72945842111786	0	0	0	0	0	0	5.32376252430088	5.99082330534153	0	0	0	0	0	0	0.709164588528678	0.242950747257601	0.935076782727687	0.606346956453264	2.60408294486417	2.82752120640905
"GB-GCA-008679275.1-NANM01000001.1--2"	0.266298451523819	0.457456541628545	0	0.137741046831956	0	0	0.56824052071495	0	0.875656742556918	1.82975338106603	0	0.496999249812453	0	0	0	0.112416964741952	1.39388489208633	1.38625142423092	0	0	1.52870991797166	1.5206234556168	0	0	0	0	0.396291311499925	0.484806510258852	0	0	0	0.196988884198677	0.570008769365682	0.743969339445405	0	0	0	0	0	0.224751685637642
"GB-GCA-008679275.1-NANM01000001.1--7"	0	0	0	0	0	0	0	0.253436007408129	0	0	0.604819042044679	3.01950487621906	0	0	0	0	0.629496402877698	0.50322825674136	0	0	0.419463087248322	0.570233795856301	0.192526472389954	0.271718034314106	0	0	0.530880813518768	0.432862955588261	0.220066835112886	0	0	0	0.796550716164864	1.17983016457504	0.1714463840399	0.206140027976147	0	0	0	0
"GB-GCA-008679555.1-NAMY01000003.1"	0	0	0	0	0	0	0	0.282678623647529	0.29553415061296	0.843277645186953	0	0	0.0804782708668659	0.325015726567415	0	0	0.431654676258993	0.617166729965818	0.0783153498085625	0	0	0	0	0	0.0572643979057592	0	0	0	0.016301247045399	0	0	0	0	0	0.0389650872817955	0	0	0	0.0160745860794085	0
"GB-GCA-008679615.1-NAMU01000011.1"	0	0.0813256074006303	0	0	0	0	0.361607604091332	0	0	0.143198090692124	0	0.131282820705176	0	0	0	0	0.152877697841727	0.199392328142803	0	0	0.307606263982103	0.484698726477856	0.280038505294478	0.147504075770515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008679835.1-NAMK01000004.1--2"	0	0	0	0	0.126669737448181	0.0879421536056283	0.123979749974171	0.116970464957598	0	0	0	0	0	0	0	0	0.161870503597122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101500761255709
"GB-GCA-008679975.1-NAMD01000018.1"	2.87010553309005	2.76507065162143	0	0	0	0	0	0	0	0	0	0	0.574844791906185	0.492765778989306	0	0	0	0	0.791855203619909	0.793159003594002	0	0	0	0	0	0	0	0	0.660200505338658	0	0	0	0	0	0	0	0	0.409481061500906	0	0
"GB-GCA-008680015.1-NALZ01000005.1--2"	0.11835486734392	0	0	0	0	0	0	3.14845501510869	0.404991243432574	1.25696101829753	17.6958345527266	2.00675168792198	0.0574844791906185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444201995012469	8.7094161819922	0	0	0.884102234367465	0
"GB-GCA-008680095.1-NALV01000006.1"	0.355064602031759	0.376130934227915	0	0	0	0	0	0	0.623905429071804	0.477326968973747	0	0	0.540354104391814	0.377437617949256	0	0	0	0	0	0	0	0	0.7175986698171	0.43474885490257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680155.1-NALT01000008.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.683453237410072	0.284846183061147	0.16533240515141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114033753991181	0	0	0
"GB-GCA-008680155.1-NALT01000013.1"	0.74958082651149	0.874250279556775	1.47746399850383	1.09208972845336	0	0	0.392602541584875	0.409396627351594	0	0	0.429226416934933	0	0	0	0	0	0	0	0.522102332057083	0	0	0	0.0700096263236195	0	0.409031413612565	0	0.523403618962165	0.320318587135313	1.573070339881	0.157276343787584	0.92774429471118	0.787955536794709	0	0	0	0	0	0.574848413260887	1.22166854203504	1.31225984194881
"GB-GCA-008680325.1-NALL01000010.1"	0	0	0.467551898260707	0.324675324675325	0	0	0	0	0	0	0	0	0	0	0	0	0	0.360805165210786	0	0	0	0	0	0	0	0	1.29355465829221	2.0171413730413	1.03512918738283	0.666111573688593	0	0	0.898859982461269	0	0	0	0	0	0	0
"GB-GCA-008680375.1-NALJ01000004.1"	0	0	0	0	0	0	0	0.263183546154596	0	0	0	0	0	0.251625078632837	0	0	0	0	0	0	0	0	0.140019252647239	0.116450586134617	0	0	0	0	0.733556117042954	0.277546489036914	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680375.1-NALJ01000010.1"	0	0	0	0	0	0	0	0	0.470665499124343	0.906921241050119	0	0	0.333409979305588	0.220171943803732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680445.1-NALG01000006.1"	0	0	0	0	0	0	0	0.41914416609806	0	0	0	0	1.21867095884111	1.05892220591319	0	0	0	0	0	0	0	0	1.05889559814474	1.35859017157053	0.719895287958115	0.798722044728434	0	0	0	0	0	0	2.90850628471207	1.23994889907567	0	0	0.357305762505702	0.196865894952358	0	0
"GB-GCA-008680545.1-NALA01000018.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332847930101935	0.143076136944302	0	0	0	0	0	0	0	0	4.62205497382199	3.49840255591054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-008680655.1-NAKT01000001.1"	0	0	0	0	0.276370336250576	0	0.485587354065503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246747420367878	0	0.358627434998777	0	0	0	0	0	0	0.23558860340131	0	0	0.26523067031024	0
"GB-GCA-008680675.1-NAKS01000003.1--2"	0	0	0	0	0.17273146015661	0.459253468829392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192526472389954	0.194084310224361	0	0	0	0	0	0	0.203155684973251	0	0	0	0	0	0.957883533525924	0.370107882510434	0	0.0870006525048938
"GB-GCA-008680835.1-NAKM01000012.1"	0	0	0	0	0	0	0.433929124909598	0	0	0.143198090692124	0	0	0	0	0	0	0	0	0	0	0.130499627143922	0	0	0	0	0	0	0	0	0	0.108349698652401	0	0.270388775211926	0.165326519876757	0.1714463840399	0	0	0	0	0
"GB-GCA-008680875.1-NAKL01000004.1"	0	0	0	0	0	0	1.90102283293729	0	0	0	0	0	0	0.922625288320403	0.436862908258789	0.541645375574859	0	0	0.287156282631396	0	0	0	0.840115515883434	0	0.409031413612565	0.870607028753994	0	0	0	0	0	0	0	0	0.428615960099751	0.817197968048296	0	0	0	0
"GB-GCA-008680935.1-NAKH01000009.1--2"	0	0	0	0	0	0	0.619898749870854	0.409396627351594	0	0	0	0.243810952738185	0	0	0	0	0.251798561151079	1.03494113178883	0	0	0.782997762863535	0.627257175441931	0	0.706466889216676	0.37630890052356	0.359424920127796	0	0	0	0	0	0	0	0	0	0	0.357305762505702	0.196865894952358	0.297379842469056	0
"GB-GCA-008680965.1-NAKE01000001.1"	0	0	0.130914531512998	0.118063754427391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249376558603491	0.397555768239711	0	0	0	0
"GB-GCA-008680995.1-NAKC01000005.1"	0	0	0	0	0	0	0	0	0.131348511383538	0.286396181384248	0	0	0	0	0	0	0.134892086330935	0.142423091530574	0	0	0	0	0	0	0	0	0	0	0	0	0.155752691812826	0.309553960883636	0	0	0	0	0.205260757184127	0.283486888731396	0	0
"GB-GCA-008681005.1-NAKF01000009.1"	0	0	0	0	0	0.488567520031268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220876963350785	0.207667731629393	0.381336922386721	0.207774218682365	0	0.120270145249329	0	0	0	0	0	0	0	0	0	0.152251141883564
"GB-GCA-008681005.1-NAKF01000009.1--2"	0.414242035703718	0.386296635152994	0	0.167256985438804	0	0.214969708813758	0.237627854117161	0	0.875656742556918	1.01829753381066	0	0.900225056264066	0	0	0	0.112416964741952	0	0	0.269752871562826	0.570083033833189	0	0	0.245033692132668	0.232901172269234	0.31086387434555	0.279552715654952	2.99087782264094	2.12968574149424	0	0.0832639467110741	0	0	0.380005846243788	0.187871045314496	0	0	0.266078759312757	0.338609339318057	0	0
"GB-GCA-008681055.1-NAKB01000002.1"	0	0	0	0	0	0	0	0	0	0.30230708035004	0	0	0	0	0	0	0	0	0	0	0	0.142558448964075	0	0	0	0	0	0	0	0	0	0	0	0	0.366271820448878	0.552160789221821	0	0	0	0
"GB-GCA-008681055.1-NAKB01000003.1--3"	0	0	0	0	0	0	0.309949374935427	0.555609708548591	0	0	0	0	0	0	0	0	1.17805755395683	0.750094948727687	0	0	0	0	0	0	0	0	1.18887393449978	0.779153320058869	0	0	0	0	0	0	0	0	0.0760225026607876	0	0	0
"GB-GCA-008681115.1-NAJX01000022.1"	0	0	0	0	0.0690925840626439	0	0	0	0	0	0	0.290697674418605	0	0	0	0	0	0	0	0	0	0	0	0.256191289496157	0	0	0	0	0	0.157276343787584	0	0	0	0	0.623441396508728	0	0	0	0	0
"GB-GCA-008681155.1-NAJW01000005.1"	0.0986290561199329	0.467622242553624	0	0	0.771533855366191	0	0	0.175455697436397	0.0875656742556918	0.143198090692124	0.107306604233733	0.0937734433608402	0	0	0	0	0	0.237371819217622	0	0	0	0	0.0262536098713573	0.0931604689076935	0	0	0.351428144160311	0.112544368452948	0	0	0	0	0	0	0	0	0	0	0.0482237582382254	0.0870006525048938
"GB-GCA-008681165.1-NAJV01000004.1"	0.108491961731926	0	0.102861417617356	0	0	0	0	0.0877278487181987	0	0	0.0780411667154424	0	0	0	0	0	0.161870503597122	0.132928218761869	0.330664810302819	0.210682860329657	0	0	0	0.0698703516807701	0	0.0319488817891374	0.164498280245252	0	0	0	0.0812622739893005	0	0.109617071031862	0.150296836251597	0.163653366583541	0	0.311692260909229	0.110244901173321	0	0.079750598129486
"GB-GCA-009739355.1-SCPI01000001.1--2"	0.789032448959463	0.823421774931381	0	0	0	0	0	0	0	0	0	0	0	0	1.08175577283129	0.57230454777721	0	0	0	0	0.671140939597315	1.06443641893176	0.140019252647239	0.108687213725642	0	0	0.994466876028114	1.03021383430006	0	0	0.88711315771653	1.20303925707049	0	0	0	0	0	0	0	0
"GB-GCA-009875325.1-WWRL01000077.1"	0.305750073971792	0.345633831452679	0	0	0.403040073698756	0.52765292163377	0	1.40364557949118	0	0	0.526777875329236	0.440735183795949	0	0	0	0	0	0	0	0	0	0	1.29517808698696	0.791863985715395	0	0	0.201884253028264	0	0	0	0	0	0	0	0	0	0.456135015964726	0.748090400818962	0	0
"GB-GCA-014868765.1-WHEU01000011.1"	0	0	0	0	0.161216029479503	0.166112956810631	0	1.36465542450531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204618532592809	0.112722627188698	0	0	0	0	0	0
"GB-GCA-015553565.1-JADNGW010000081.1"	0	0	0	0	0	0	0	0	0.612959719789842	0.588703261734288	0	0	0	0	0	0	0	0	0.957187608771319	2.19358036931466	0	0	3.33420845366238	2.42993556400901	0	0	0	0	0	0	0	0	1.6661794796843	3.78748027354024	0	0	0.235669758248442	1.70092133238838	0	0
"GB-GCA-015554585.1-JADNIT010000076.1"	6.39116283657165	13.0425942868761	1.81410136525154	0.550964187327824	0	0.410396716826265	8.45128628990598	8.5290964031582	0.952276707530648	0.668257756563246	0	4.01350337584396	0.804782708668659	0.136296917592787	0.145620969419596	0	0	0	4.08109989557953	9.9764530920808	0	0	10.7289752340947	6.62992003726419	0	0.0878594249201278	1.41318977119785	7.54912994545927	0.603146140679762	0.555092978073827	0	0.534684114253553	1.75387313650979	4.48636056211017	7.76184538653367	7.62718103511743	2.22745932796108	4.66965902826994	5.3287252853239	5.97404480533604
"GB-GCA-015656085.1-DVEJ01000014.1"	0	0	0	0	0	0	0	0	0	0	0.0877963125548727	0.112528132033008	2.16141641756726	1.63556301111344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195614964544788	0.0555092978073827	0	0	0	0	0	0	0.129238254523339	0.0629970863847547	0	0
"GB-GCA-016742415.1-JAEPEL010000544.1"	0.0887661505079396	0	0.140265569478212	0.186934277843369	0.230308613542146	0.136798905608755	0	0	0.153239929947461	0.493237867939539	0	0	0.137962750057484	0.241140700356469	0.260037445392136	0.214614205416454	0.0809352517985611	0	1.17473024712844	0.285041516916594	0	0	0	0	0.179973821989529	0.18370607028754	0.216838642141469	0	0.211916211590187	0	0.636554479582854	0	0.153463899444607	0	0.0623441396508728	0	0.205260757184127	0	0	0
"GB-GCA-017850375.1-JAFIMH010000032.1"	0	0	0	0	0	0.224741059214383	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570083033833189	0	0	0.122516846066334	0.163030820588464	0	0	0.164498280245252	0.268375032464722	0	0	0	0	0	0	0.218204488778055	0.169329308694692	0	0	0	0
"GB-GCA-017851095.1-JAFIKW010000110.1"	0.542459808659631	0.274473924977127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11510791366906	0.541207747816179	0	0	0.475391498881432	1.26401824748147	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0368107192814548	0.114033753991181	0.118119536971415	0	0
"GB-GCA-017851145.1-JAFIKU010000077.1"	0.128217772955913	0.182982616651418	0.345988404712923	0.265643447461629	0.310916628281898	0	0	0	0.262697022767075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157521659228144	0.520145951401289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145001087508156
"GB-GCA-017851495.1-JAFIKD010000415.1"	0	0	0	0	0	0	0	0	0	0	0.380450687737782	0	0	0	0	0	0.494604316546763	0.512723129510065	0	0	0.316927665920955	0.598745485649116	0.315043318456288	0.372641875630774	0	0	0	0.155830664011774	0	0	0	0	0	0	0.264962593516209	0	0.18245400638589	0.275612252933302	0	0.152251141883564
"GB-GCA-018063905.1-JAGPAM010000076.1"	0	0	0	0	0.161216029479503	0.224741059214383	0	0	0	0	0	0	0.0574844791906185	0.0629062696582093	0	0	0.0539568345323741	0	0	0	0.326249067859806	0.370651967306596	0	0	0.114528795811518	0.151757188498403	0	0	0	0	0	0	0	0	0.0311720698254364	0.0515350069940367	0	0	0	0
"GB-GCA-018223365.1-JAGTTP010000001.1--2"	0.187395206627873	0.121988411100945	0.15896764540864	0	0.0690925840626439	0	0.351275958260151	0.263183546154596	0	0	0.0780411667154424	0.196924231057764	0	0.0524218913818411	0	0	0	0	0	0	0	0	0.140019252647239	0.0621069792717957	0	0	0	0.346290364470609	0.122259352840492	0.111018595614765	0	0.0633178556352891	0	0	0	0	0	0	0.0884102234367465	0
"GB-GCA-018223435.1-JAGTTO010000001.1--4"	0.147943584179899	0.223645420351733	0	0.226288862652499	0	0	0	0	0	0	0	0	0.195447229248103	0	0	0	0.116906474820144	0.189897455374098	0	0	0	0.218589621744915	0	0	0	0	0	0.173145182235304	0	0	0.0880341301550755	0.105529759392149	0	0.127752310813857	0	0	0	0	0	0
"GB-GCA-018223435.1-JAGTTO010000001.1--7"	0	0	0	0	0	0	0.154974687467714	0	0	0.254574383452665	0.0877963125548727	0	0.149459645895608	0.398406374501992	0	0	0	0	0.435085276714236	0	0.149142431021626	0	0.105014439485429	0.147504075770515	0.12270942408377	0.135782747603834	0.171975474801854	0	0	0	0.304733527459877	0	0	0	0	0	0.136840504789418	0	0	0
"GB-GCA-018336475.1-CP048741.1--6"	0.641088864779564	0.884415980481854	0.187020759304283	0.38370720188902	0.875172731460157	0.517881571233144	0.960843062299824	0.906521103421386	0.591068301225919	0.81145584725537	0	0	1.51759025063233	1.03795344936045	3.77574370709382	6.06029637199796	0.800359712230216	0.455753892897835	0.652627915071354	1.40042136572066	0.158463832960477	0	0.901373938916601	1.23437621302694	0	0	1.17391954538657	0.285689550688252	0.692802999429456	0.767878619668795	0.91420058237963	0.675390460109751	1.17655656240865	0.601187345006388	0.428615960099751	0	0.440930515432568	0.574848413260887	0.466162996302845	0.275502066265497
"GB-GCA-018370675.1-JAGYZX010000010.1"	0	0	0	0	0.483648088438508	0.390854016025015	0	0	0	0	0	0	1.54058404230858	2.06542252044454	0	0	0	0	0.0870170553428472	0	0	0	0	0	0.294502617801047	0.279552715654952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-018371415.1-JAHALA010000002.1"	0	0	0	0	0.103638876093966	0.205198358413133	0	0	0	0	0	0	0.275925500114969	0.272593835185574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-018371695.1-JAHAKJ010000009.1"	0	0	0.130914531512998	0.0196772924045651	0.149700598802395	0.234512409615009	0	0	0	0.254574383452665	0	0	0.551851000229938	0.356468861396519	0.156022467235282	0.0919775166070516	0	0	0	0	0	0	0	0	0.18815445026178	0.0479233226837061	0	0	0.0570543646588964	0	0	0	0	0	0	0	0	0	0	0.0435003262524469
"GB-GCA-900066335.1-FMEU01000030.1"	0.0887661505079396	0.213479719426654	0.0561062277912848	0.226288862652499	0	0	0	0	0.328371278458844	0.318217979315831	0	0	0	0.104843782763682	0	0	0	0	0	0	0.540641312453393	1.41608059304315	0	0	0.12270942408377	0.255591054313099	0	0	0	0.175779443056712	0.0744904178235254	0.0703531729280991	0	0	0	0	0.0836247529268664	0	0	0
"GB-GCA-900066345.1-FMEC01000005.1"	0	0	0	0	0.702441271303547	0.244283760015634	0	0	0	0	0	0	0.540354104391814	0.366953239672887	0	0	0.215827338129496	0.218382073680213	0.452488687782805	0.396579501797001	0.270320656226696	0.218589621744915	0.525072197427146	0.57448955826411	0	0	1.18887393449978	1.05618561163536	0.105958105795093	0	0	0	0.789242911429407	0.225445254377395	0.335099750623441	0	0	0	0	0
"GB-GCA-900066555.1-FMDW01000023.1"	0	0	0	0	0	0	0	0	0.273642732049037	0	0	0.234433608402101	0	0	0.270438943207822	0.347470618293306	0.188848920863309	0.151917964299278	0	0	0	0	0	0	0	0	0.28413339315089	0	0.130409976363192	0	0	0	0	0	0	0	0	0	0	0
"GB-GCA-900066625.1-FMHF01000009.1"	0	0	0	0	0.241824044219254	0.0683994528043776	0	0	0.0875656742556918	0.30230708035004	0	0	0	0	0.0520074890784273	0	0.0539568345323741	0	0	0.0867517660180939	0	0	0	0.201847682633336	0	0	0	0	0	0	0	0.0492472210496693	0.431160479391991	0.706395130382505	0	0	0	0.0314985431923774	0	0
"GB-GCA-900067015.1-FMHA01000003.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8703946792684	2.65507336386926	0	0	1.06176162703754	0.900354947623582	0	0	0	0	0	0	0	0	0	0	0	0
